system	code	label	synonyms
WD	Q1327700	reactive arthritis	Arthritis urethritica; Fiessenger-Leroy-Reiter syndrome; Fiessinger Leroy Reiter syndrome; Fiessinger-Leroy disease; Fiessinger-Leroy-Reiter syndrome; PIRA; Polyarthritis enterica; Post-bacterial arthropathy; Post-infectious arthritis; Post-infectious reactive arthropathy; Reactive arthritis; Reiter disease; Reiter syndrome; Reiter's arthritis; Reiter's disease; Reiter's syndrome; Venereal arthritis; arthritis that is an autoimmune disease which develops due to an infection located elsewhere in the body; postdysenteric arthropathy; reactive arthritis
WD	Q7449214	semen collection	for artificial insemination, or medical study (usually in fertility clinics); semen collection; sperm collection; sperm extraction; sperm retrieval
WD	Q3658380	adenosquamous carcinoma	Adenosquamous carcinoma; Adenosquamous carcinoma (morphologic abnormality); Adenosquamous cell carcinoma; Adenosquamous cell carcinoma (disorder); CARCINOMA, ADENOSQUAMOUS, MALIGNANT; Carcinoma, Adenosquamous; Mixed Adenocarcinoma and Epidermoid Carcinoma; Mixed Adenocarcinoma and Epidermoid Cell Carcinoma; Mixed Adenocarcinoma and Squamous Cell Carcinoma; adenosquamous carcinoma; mixed adenocarcinoma and squamous carcinoma; squamous cell carcinoma that contains squamous cells and gland-like cells
WD	Q4297397	fear of frogs	batrachophobia; fear of frogs; fear of frogs and toads; frog phobia; phobia known as frog phobia or ranidaphobia; ranidaphobia
WD	Q936549	somatic symptom disorder	category of mental disorder; physiological malfunction arising from mental factor; psychophysiologic disorder; psychosomatic disorder; somatic symptom disorder; somatisation
WD	Q16951605	Cord colitis syndrome	Cord colitis syndrome; medical condition
WD	Q17191104	malignant rheumatoid arthritis	malignant rheumatoid arthritis
WD	Q6731385	magnesium deficiency in plants	magnesium deficiency in plants
WD	Q2582364	Tomatis method	Audio-Psycho-Phonology; Tomatis method
WD	Q191779	Tourette syndrome	GTS; Gilles de la Tourette syndrome; Guinon's disease; TS; Tourette Disorder; Tourette syndrome; Tourette's syndrome; motor-verbal tic disorder; neurodevelopmental condition; psychogenic tics
WD	Q3997285	trail making test	test of the subject's ability to connect numbered and lettered circles in sequence; trail making test
WD	Q2098923	contused lacerated wound	CLW; contused lacerated wound; contused wound
WD	Q3491754	male submission	male submission; malesub; situation in sexual activities in which the submissive partner is male
WD	Q14789656	black spot disease	black spot disease; plant disease
WD	Q9150507	anapyrexia	anapyrexia
WD	Q2507454	adrenal insufficiency	adrenal gland hypofunction; adrenal insufficiency; human disease
WD	Q1088042	chronic venous insufficiency	Chronic venous insufficiency, CVI; chronic venous insufficiency; pooling of blood in the veins; venous insufficiency (disease), chronic; venous reflux
WD	Q13651491	witch's milk	milk secreted from the breasts of some newborn human infants of either sex; neonatal milk; witch's milk
WD	Q511097	psoriatic arthritis	Arthritis, Psoriatic; arthritis psoriatica; arthropathic psoriasis; psoriatic arthritis; psoriatic arthropathy; syndrome that occurs in humans with psoriasis who also experience symptoms similar to arthritis
WD	Q120775887	mRNA-4157/V940	mRNA-4157/V940; mRNA-based cancer vaccine
WD	Q22905841	fat fetishism	Feeding; fat fetishism; type of paraphilia
WD	Q107667535	Epididymectomy	Epididymectomy; surgery that removes part of the male reproductive system
WD	Q1384880	exsiccosis	exsiccosis
WD	Q1021723	hair-on-end sign	hair-on-end sign
WD	Q3605247	bile duct adenoma	Adenoma of Bile Duct; Adenoma of the Bile Duct; Bile Duct Adenoma; CHOLANGIOMA, BENIGN; Cholangioadenoma; Cholangioma; Hepatocholangiocellular Adenoma; Hepatocholangioma; adenoma and biliary tract cancer that results in a small firm white nodule with multiple bile ducts that are located in a fibrous stroma; bile duct adenoma; bile duct adenoma (morphologic abnormality)
WD	Q11791872	circulatory insufficiency	Vascular insufficiency; circulatory insufficiency
WD	Q55749013	Osteitis condensans ilii	Osteitis condensans ilii; hyperostosis triangularis ilii
WD	Q123116359	Macroamylasemia	Macroamylasemia; medical condition
WD	Q1686059	triple test	Bart's test; Kettering test; investigation performed during pregnancy in the 2nd trimester to check chromosomal abnormalities; triple screen; triple test
WD	Q4419855	collar of Stokes	collar of Stokes
WD	Q2567857	Finnish heritage disease	Finnish heritage disease; group of autosomal recessive genetic disorders that affect Finns much more frequently
WD	Q390908	Lucey–Driscoll syndrome	Breast Milk Jaundice; HBLRTFN; HYPERBILIRUBINEMIA, TRANSIENT FAMILIAL NEONATAL; Hyperbilirubinemia transient familial neonatal; Lucey-Driscoll Syndrome; Lucey–Driscoll syndrome; autosomal recessive metabolic disorder affecting enzymes involved in bilirubin metabolism
WD	Q10542290	Combined ultrasound and biochemical screening	Combined ultrasound and biochemical screening
WD	Q11830382	Politzer's test	Politzer's test
WD	Q124791648	transgenital	transgenital; transsex term
WD	Q17149265	black band disease	black band disease; coral disease
WD	Q440614	Gay affirmative psychotherapy	Gay affirmative psychotherapy; alternative for conversion therapy
WD	Q16923945	Football	Football; horse
WD	Q100939146	Reactive hyperplasia of lymph node	Reactive hyperplasia of lymph node
WD	Q1424702	Hutchinson's teeth	Hutchinson's incisor; Hutchinson's sign; Hutchinson's teeth; Hutchinson-Boeck teeth; clinical sign of congenital syphilis
WD	Q7643970	Supermind (Integral yoga)	Supermind; Supermind (Integral yoga); Truth-consciousness; concept in Sri Aurobindo's philosophy of integral yoga
WD	Q5150468	Coma blister	Coma blister; medical condition
WD	Q9190385	Vibroacoustic disease	Vibroacoustic disease; medical condition
WD	Q9390614	Otodental syndrome	Otodental syndrome; congenital disorder of digestive system; otodental dysplasia
WD	Q4420133	ROHHAD	ROHHAD; ROHHAD Syndrome; ROHHADNET; Rapid-Onset Obesity with Hypothalamic Dysfunction, Hypoventilation, and Autonomic Dysregulation; Rapid-Onset Obesity with Hypothalamic Dysfunction, Hypoventilation, and Autonomic Dysregulation Syndrome; Rapid-onset childhood obesity-hypothalamic dysfunction-hypoventilation-autonomic dysregulation-neural tumors syndrome; medical condition
WD	Q5550831	Geriatric Depression Scale	GDS; Geriatric Depression Scale; self-report assessment
WD	Q387152	Malaria therapy	Malaria therapy; treatment of dementia paralytica by malaria inoculation
WD	Q5519107	gallium scan	gallium scan; gallium-67 scan; nuclear medicine test that uses gallium-67 or gallium-68 to obtain images of a specific type of tissue, or disease state of tissue
WD	Q3480741	Mal de debarquement	Disembarkment syndrome; Mal de debarquement; Mal de débarquement; MdD; MdDS; Sickness of disembarkment; mal de debarquement syndrome; medical condition
WD	Q63137979	cacophobia	cacophobia; fear of ugliness; kakophobia
WD	Q5439408	fear play	fear play; sexual activity involving the use of fear to create sexual arousal
WD	Q1884406	perfusion MRI	PWI; perfusion MRI; perfusion scanning by the use of a particular MRI sequence; perfusion-weighted imaging
WD	Q3961686	myoclonic cerebellar dyssynergia	CEREBELLOPARENCHYMAL DISORDER V; CPD5; Cerebelloparenchymal Disorder type 5; Dyssynergia Cerebellaris Myoclonica of Hunt; Dyssynergia cerebellaris myoclonica; Dyssynergia cerebellaris myoclonica (disorder); Ramsay Hunt cerebellar syndrome; Ramsay Hunt syndrome type 1; Spinodentate Atrophy; degenerative, neurological disorder characterized by myoclonus epilepsy, intention tremor, progressive ataxia and occasionally cognitive impairment; early onset cerebellar ataxia with myoclonus (disorder); myoclonic cerebellar dyssynergia; progressive cerebellar tremor; progressive cerebellar tremor (disorder)
WD	Q2003840	DES daughter	Antenatal diethylstilbestrol exposure; DES daughter; DES embryofetopathy; DES syndrome; Diethylstilbestrol embryofetopathy; Distilbene embryofetopathy; Fetal diethylstilbestrol syndrome; diethylstilbestrol syndrome
WD	Q5279769	Diphtheritic stomatitis	Diphtheritic stomatitis
WD	Q1477048	gelotophobia	gelotophobia; type of social phobia consisting in the fear of being laughed at
WD	Q18019291	Dermotrichic syndrome	Dermotrichic syndrome; human disease
WD	Q3726862	junctional epidermolysis bullosa	Congenital junctional epidermolysis bullosa (disorder); EBJ; Epidermolysis bullosa atrophicans; Epidermolysis bullosa, junctional; JEB; congenital junctional epidermolysis bullosa; junctional epidermolysis bullosa; skin condition characterized by blister formation within the lamina lucida of the basement membrane zone
WD	Q84955189	cheese washer's lung	cheese washer's lung
WD	Q12059472	Herpes tracheitis of Amazon parrots	Herpes tracheitis of Amazon parrots
WD	Q12131931	acquired immunodeficiency	acquired immunodeficiency; disease
WD	Q56233235	spatula test	spatula test; symptom in tetanus
WD	Q578257	Kohler's disease	Aseptic necrosis of the tarsal bone; Juvenile osteochondrosis of foot; Kohler disease; Kohler's Disease; Kohler's Disease of the Tarsal Navicular; Kohler's Osteochondrosis of the Tarsal Navicular; Kohler's disease; Navicular Osteochondrosis; Osteochondritis of tarsal/metatarsal bone; Osteochondrosis of the tarsal bone; osteochondrosis that results in death and collapse located in navicular bone of foot
WD	Q464600	Millon's reagent	Millon's reagent; reagent to detect for soluble proteins
WD	Q11081	Alzheimer's disease	AD; Alzheimer; Alzheimer dementia; Alzheimer disease; Alzheimer disease, familial; Alzheimer's Disease; Alzheimer's dementia; Alzheimer's disease; Alzheimers; Alzheimers dementia; Alzheimers disease; Alzheimer’s Disease; progressive, neurodegenerative disease characterized by memory loss
WD	Q2045012	prick test	diagnostic test for allergy; prick test; skin prick test
WD	Q3508790	Upper motor neuron syndrome	Skeletal muscle syndrome; Upper motor neuron syndrome; pyramidal syndrome
WD	Q1423683	mysophobia	bacillophobia; bacteriophobia; germaphobia; germophobia; mysophobia; pathological fear of contamination and germs; verminophobia
WD	Q11691808	cyclospora infection	cyclospora infection
WD	Q5158611	concha bullosa	Anatomical feature of the human nose; concha bullosa; middle turbinate pneumatisation
WD	Q12317351	atopic dermatitis of scalp	Eczema of scalp; atopic dermatitis of scalp
WD	Q3355371	orchialgia	medical condition; orchialgia
WD	Q1400364	feather cyst	Plumafolliculoma; feather cyst
WD	Q991037	Brown-Séquard syndrome	Brown-Sequard syndrome; Brown-Squard syndrome; Brown-Séquard syndrome; Brown-Séquard's hemiplegia; Brown-Séquard's paralysis; Brown–Séquard syndrome; hemicord syndrome; hemiparaplegic syndrome; hemiplegia et hemiparaplegia spinalis; hemispinal cord syndrome; human disease; spinal hemiparaplegia
WD	Q48972081	Wilkinson's syndrome	Sclerotic pedicle sign; Wilkinson's syndrome; medical condition
WD	Q1751810	arteritis	arteritis; medical condition
WD	Q25385201	joint instability	joint instability
WD	Q2599391	muscle worship	form of body worship; muscle worship
WD	Q7109017	otospondylomegaepiphyseal dysplasia	CHONDRODYSTROPHY WITH SENSORINEURAL DEAFNESS; NANCE-INSLEY SYNDROME; NANCE-SWEENEY CHONDRODYSPLASIA; OSMED; OTOSPONDYLOMEGAEPIPHYSEAL DYSPLASIA; osteochondrodysplasia that results from mutations in the COL11A2 gene which results in enlargement of the located in epiphysis in located in hand and located in foot, distinct facial features, platyspondyly and hearing loss; otospondylomegaepiphyseal dysplasia; otospondylomegaepiphyseal dysplasia, autosomal recessive
WD	Q2378552	hypoaldosteronism	Aldosterone deficiency (disorder); human disease; hypoaldosteronism; obsolete hypoaldosteronism
WD	Q81938	pain	ache; pain; type of unpleasant feeling
WD	Q4804734	Ashby technique	Ashby technique; method for determining the volume and life span of red blood cells in humans
WD	Q17074582	neuro-cardio-facial-cutaneous syndromes	NCFC; neuro-cardio-facial-cutaneous syndromes; neuro-craniofacial-cardiac syndromes
WD	Q15733958	cystic lesions of the pancreas	cystic lesions of the pancreas; medical condition
WD	Q7095156	Onychophosis	Onychophosis; medical condition
WD	Q11781095	microsomatognosia	entire or parts of the body are perceived as abnormally  small; microsomatognosia
WD	Q3746554	Phlebothrombosis	Phlebothrombosis
WD	Q4713253	alcohol and cancer	alcohol and cancer; relationship between cancer and the consumption of alcohol
WD	Q1418152	Mobius syndrome	Congenital facial diplegia; MBS; MOEBIUS SYNDROME; Mobius Syndrome; Mobius syndrome; Moebius Sequence; Moebius congenital oculofacial paralysis; Moebius syndrome; Möbius Syndrome; Oromandibular-limb hypogenesis spectrum; Oromandibular-limb hypogenesis spectrum (disorder); rare disease
WD	Q65085116	Menke-Hennekam syndrome	Menke-Hennekam syndrome; medical condition
WD	Q532158	Pediculus humanus capitis infestation	Human disease; Pediculosis capitis; Pediculosis capitis (disorder); Pediculus capitis; Pediculus capitis [head louse]; Pediculus capitis infestation; Pediculus humanus capitis infection; Pediculus humanus capitis infestation; head lice; head lice infestation; head louse infestation; infections, Pediculus humanus capitis
WD	Q179630	syndrome	set of medical signs and symptoms which are correlated with each other and often clinically associated with a particular disease or disorder; set of symptoms; symptom cluster; symptom group; symptom-complex; syndrome
WD	Q2044154	PHQ-9	PHQ Quick Depression Assessment; PHQ-9; Patient Health Questionnaire 9 item; Resident mood interview; nine-item questionnaire used for screen patients for depression
WD	Q2916482	postpartum hemorrhage	PPH; loss of blood following childbirth; postpartum hemorrhage
WD	Q4138767	vitamin K deficiency	Vitamin K Deficiency Coagulation Disorder; deficiency of vitamin K; deficiency of vitamin K (disorder); human disease; vitamin K deficiency; vitamin K deficiency (disorder); vitamin K deficiency bleeding; vitamin K deficiency hemorrhagic disease
WD	Q7303237	rectus sheath hematoma	accumulation of blood in the sheath of the rectus abdominis muscle; rectus sheath hematoma
WD	Q7250458	propulsive gait	propulsive gait
WD	Q2779635	micrometastasis	cancer micrometastasis; collection of neoplastic cells that has spread to another part of the body, too small for easy detection; micrometastasis; neoplasm micrometastasis
